,article_id,product_type_no,graphical_appearance_no,colour_group_code,perceived_colour_value_id,perceived_colour_master_id,index_group_no,section_no,garment_group_no,cluster,img_name
80760,803263001,265,1010001,17,2,13,2,50,1001,194,080/0803263001.jpg
72195,766952002,304,1010016,9,4,5,4,44,1021,8,076/0766952002.jpg
51857,699874002,255,1010008,10,3,9,4,40,1005,76,069/0699874002.jpg
66007,746310017,252,1010017,7,1,12,4,46,1005,141,074/0746310017.jpg
32121,634009003,253,1010016,9,4,5,26,5,1005,61,063/0634009003.jpg
59153,722439006,258,1010016,93,4,19,1,11,1010,370,072/0722439006.jpg
73211,771086002,75,1010016,7,1,12,4,45,1019,240,077/0771086002.jpg
35334,646536002,252,1010016,10,3,9,2,53,1003,328,064/0646536002.jpg
54967,708727001,268,1010023,72,2,2,2,71,1009,208,070/0708727001.jpg
76804,786499005,252,1010026,17,2,13,3,21,1003,14,078/0786499005.jpg
6291,504154022,252,1010010,73,7,2,1,15,1003,252,050/0504154022.jpg
23107,602232001,264,1010026,9,4,5,1,2,1007,1,060/0602232001.jpg
80403,801908002,274,1010016,23,4,11,4,46,1025,235,080/0801908002.jpg
82494,808796003,255,1010001,33,7,3,4,41,1005,81,080/0808796003.jpg
25297,612138004,80,1010014,23,4,8,1,65,1019,302,061/0612138004.jpg
85827,821138006,57,1010001,11,1,9,4,44,1019,240,082/0821138006.jpg
86723,824804001,265,1010026,9,4,5,1,15,1013,358,082/0824804001.jpg
91756,851010004,286,1010016,51,3,4,1,61,1017,16,085/0851010004.jpg
77180,788277001,253,1010001,10,3,9,4,41,1005,201,078/0788277001.jpg
49813,695407006,259,1010017,43,4,18,3,55,1011,198,069/0695407006.jpg
79866,799429001,254,1010002,9,4,5,1,15,1005,65,079/0799429001.jpg
40051,663406001,87,1010016,17,2,13,3,27,1020,88,066/0663406001.jpg
45708,684021105,255,1010014,9,4,5,3,55,1005,159,068/0684021105.jpg
3838,467302079,265,1010016,73,5,2,2,53,1013,290,046/0467302079.jpg
60612,730135004,258,1010016,82,1,7,2,50,1010,234,073/0730135004.jpg
36684,651465005,253,1010016,17,4,13,1,6,1005,130,065/0651465005.jpg
34551,642523001,274,1010024,72,2,2,4,40,1006,70,064/0642523001.jpg
98068,877224006,255,1010016,10,3,9,1,18,1005,125,087/0877224006.jpg
28980,624486017,255,1010016,72,7,2,2,51,1002,38,062/0624486017.jpg
33426,638868001,252,1010010,12,1,11,4,46,1003,2,063/0638868001.jpg
50548,696984003,265,1010001,73,4,2,4,76,1005,117,069/0696984003.jpg
90978,845903001,255,1010008,9,4,5,1,2,1005,68,084/0845903001.jpg
34494,642230010,259,1010017,42,5,18,3,28,1011,177,064/0642230010.jpg
57334,716518002,78,1010016,22,5,8,1,66,1019,188,071/0716518002.jpg
104167,919481003,267,1010016,12,1,9,4,44,1005,71,091/0919481003.jpg
61640,733814002,265,1010016,42,7,18,2,51,1002,162,073/0733814002.jpg
64659,742365001,262,1010005,42,7,18,3,31,1007,320,074/0742365001.jpg
85316,819004001,77,1010016,5,5,15,1,66,1019,36,081/0819004001.jpg
52868,702605006,80,1010001,41,7,18,4,44,1019,77,070/0702605006.jpg
100610,891098001,262,1010016,51,1,4,1,2,1007,118,089/0891098001.jpg
18302,578483001,262,1010026,31,3,3,1,11,1008,274,057/0578483001.jpg
53970,706131002,253,1010015,9,4,5,1,18,1010,327,070/0706131002.jpg
97252,873279002,252,1010016,8,4,12,1,15,1003,366,087/0873279002.jpg
3181,449648007,57,1010001,9,4,5,4,43,1018,175,044/0449648007.jpg
63357,739092002,308,1010010,72,2,2,4,72,1002,228,073/0739092002.jpg
66768,749101001,252,1010015,9,4,5,4,76,1005,219,074/0749101001.jpg
31561,632560001,89,1010016,9,4,5,1,64,1020,302,063/0632560001.jpg
80039,800534001,252,1010016,10,3,9,3,20,1003,104,080/0800534001.jpg
92656,854724002,258,1010017,71,3,2,1,6,1010,220,085/0854724002.jpg
97322,873679001,259,1010016,10,3,9,1,15,1010,254,087/0873679001.jpg
100601,891033002,253,1010026,71,3,2,1,15,1010,220,089/0891033002.jpg
33741,639672003,258,1010016,9,4,5,1,15,1010,150,063/0639672003.jpg
78060,792259001,252,1010005,9,4,5,3,55,1005,100,079/0792259001.jpg
93213,857301001,70,1010016,51,1,4,1,66,1019,383,085/0857301001.jpg
92956,855915003,265,1010016,22,7,8,1,2,1010,393,085/0855915003.jpg
73523,772252001,70,1010016,5,5,15,1,66,1019,36,077/0772252001.jpg
48822,693301002,252,1010005,43,4,18,3,20,1005,319,069/0693301002.jpg
60248,727785005,302,1010013,7,1,12,4,79,1021,108,072/0727785005.jpg
4422,483749014,308,1010016,73,4,2,4,79,1002,54,048/0483749014.jpg
3040,446224011,245,1010016,10,3,9,2,53,1003,10,044/0446224011.jpg
65940,746261001,259,1010016,71,3,2,4,41,1006,74,074/0746261001.jpg
87029,825781005,265,1010016,33,5,3,1,6,1013,387,082/0825781005.jpg
103073,909091003,298,1010005,52,7,4,1,18,1005,163,090/0909091003.jpg
80647,802842001,265,1010016,9,4,5,1,62,1017,57,080/0802842001.jpg
74119,775175003,304,1010001,7,2,12,4,44,1021,44,077/0775175003.jpg
38342,657251002,265,1010016,9,4,5,1,18,1010,150,065/0657251002.jpg
55,150959011,272,1010016,9,4,5,26,22,1005,215,015/0150959011.jpg
73894,774038007,273,1010016,52,2,4,1,8,1005,259,077/0774038007.jpg
9816,536373001,252,1010007,13,2,11,1,15,1003,114,053/0536373001.jpg
4976,488017013,302,1010016,73,4,2,4,72,1021,63,048/0488017013.jpg
62626,736785002,265,1010016,93,4,19,1,8,1005,370,073/0736785002.jpg
21106,592174004,265,1010017,12,1,11,1,16,1002,248,059/0592174004.jpg
60394,728705001,77,1010016,5,5,15,1,66,1019,360,072/0728705001.jpg
91178,847541001,265,1010016,73,4,2,1,8,1010,220,084/0847541001.jpg
95115,865490001,245,1010016,9,4,5,2,53,1003,62,086/0865490001.jpg
28082,621908002,76,1010016,12,1,11,2,52,1019,139,062/0621908002.jpg
12011,551080009,255,1010018,9,4,5,3,55,1005,187,055/0551080009.jpg
43500,677384001,272,1010004,42,7,18,3,24,1001,320,067/0677384001.jpg
4827,487206007,304,1010017,72,5,2,4,72,1021,63,048/0487206007.jpg
91377,849218005,274,1010016,19,4,20,3,21,1025,82,084/0849218005.jpg
67166,750026002,274,1010023,9,4,5,3,56,1025,235,075/0750026002.jpg
16141,568864003,252,1010016,52,7,4,1,11,1003,200,056/0568864003.jpg
364,226959007,302,1010016,9,4,5,1,62,1021,178,022/0226959007.jpg
25573,613494002,272,1010016,42,5,18,1,6,1009,177,061/0613494002.jpg
52644,701784003,256,1010001,22,7,8,4,44,1005,51,070/0701784003.jpg
71085,762767003,272,1010016,14,4,11,4,76,1009,322,076/0762767003.jpg
84236,814964003,255,1010008,19,2,20,4,77,1005,224,081/0814964003.jpg
1696,370868012,296,1010001,10,3,9,1,62,1017,388,037/0370868012.jpg
54790,708422002,265,1010001,8,4,12,1,8,1005,130,070/0708422002.jpg
28593,623559001,297,1010008,21,3,8,1,62,1017,39,062/0623559001.jpg
54076,706465003,297,1010001,1,6,14,4,44,1017,218,070/0706465003.jpg
93908,860274001,274,1010010,9,4,5,26,22,1005,17,086/0860274001.jpg
15649,567669001,262,1010016,73,4,2,4,45,1007,11,056/0567669001.jpg
31052,630777010,255,1010007,12,1,11,3,55,1005,2,063/0630777010.jpg
86641,824535001,91,1010001,73,4,2,4,42,1020,377,082/0824535001.jpg
65217,744042002,265,1010021,52,7,4,1,11,1013,120,074/0744042002.jpg
16661,570463002,286,1010016,12,1,11,1,61,1017,131,057/0570463002.jpg
48289,691527002,245,1010009,9,4,5,4,77,1003,219,069/0691527002.jpg
96950,872284002,59,1010001,11,1,9,1,82,1001,149,087/0872284002.jpg
85662,820542014,255,1010014,9,4,5,2,53,1005,62,082/0820542014.jpg
92968,855944003,254,1010017,10,3,9,4,77,1005,58,085/0855944003.jpg
84422,815574001,252,1010016,42,7,18,1,15,1001,320,081/0815574001.jpg
61870,734461001,308,1010005,73,4,2,3,55,1005,74,073/0734461001.jpg
44407,679876001,252,1010002,11,1,9,1,15,1003,248,067/0679876001.jpg
35748,648256003,258,1010001,71,3,2,1,15,1010,294,064/0648256003.jpg
5648,498061005,255,1010006,9,4,5,1,2,1005,304,049/0498061005.jpg
68153,753322010,255,1010014,9,4,5,4,47,1005,100,075/0753322010.jpg
9046,528790004,253,1010016,52,3,4,1,6,1005,23,052/0528790004.jpg
14169,561776004,79,1010016,3,3,15,1,66,1019,213,056/0561776004.jpg
34032,640330003,275,1010016,41,7,18,1,6,1025,326,064/0640330003.jpg
101008,893578001,72,1010016,11,1,9,1,66,1019,123,089/0893578001.jpg
19994,586608005,274,1010001,81,3,7,4,46,1025,183,058/0586608005.jpg
81402,805524001,262,1010016,11,1,9,2,53,1007,194,080/0805524001.jpg
52043,700280002,245,1010016,9,4,5,2,53,1003,159,070/0700280002.jpg
47946,690621001,258,1010017,73,4,2,1,6,1010,270,069/0690621001.jpg
97521,874754005,252,1010017,12,1,11,1,6,1003,168,087/0874754005.jpg
8370,522688002,262,1010005,19,4,20,4,45,1007,209,052/0522688002.jpg
40334,664120001,275,1010016,9,4,5,2,51,1002,159,066/0664120001.jpg
32363,634765001,256,1010016,17,4,13,1,18,1005,130,063/0634765001.jpg
95209,865792022,273,1010010,6,1,12,4,40,1005,71,086/0865792022.jpg
11426,547735004,262,1010016,73,4,2,3,28,1011,287,054/0547735004.jpg
26876,618395008,252,1010015,8,4,12,4,76,1003,373,061/0618395008.jpg
97565,874927001,274,1010016,17,2,13,4,44,1006,71,087/0874927001.jpg
87137,826205002,253,1010016,10,3,9,2,51,1002,138,082/0826205002.jpg
73518,772211005,258,1010016,9,4,5,1,14,1001,65,077/0772211005.jpg
29202,624828001,297,1010014,51,3,4,4,79,1017,332,062/0624828001.jpg
69078,756220003,74,1010017,9,4,5,4,44,1019,205,075/0756220003.jpg
56031,712712014,255,1010002,83,7,19,4,47,1005,238,071/0712712014.jpg
47582,689107001,257,1010016,43,4,18,3,23,1003,319,068/0689107001.jpg
61426,733112001,252,1010016,11,1,9,1,15,1003,154,073/0733112001.jpg
49770,695324003,259,1010004,52,2,4,3,20,1011,110,069/0695324003.jpg
6918,509091028,286,1010001,9,4,5,1,61,1017,95,050/0509091028.jpg
69406,757226006,253,1010025,51,1,4,4,77,1005,79,075/0757226006.jpg
32475,635168002,66,1010001,9,4,5,2,52,1019,27,063/0635168002.jpg
19136,582423001,94,1010016,19,2,20,4,42,1020,347,058/0582423001.jpg
53981,706268004,302,1010001,8,4,12,3,26,1021,243,070/0706268004.jpg
16462,570002024,255,1010017,11,1,9,3,26,1002,73,057/0570002024.jpg
102922,907788003,306,1010016,52,1,1,1,61,1017,232,090/0907788003.jpg
57397,716671004,258,1010001,93,4,19,1,11,1010,370,071/0716671004.jpg
88395,832731001,256,1010016,33,4,11,4,44,1006,278,083/0832731001.jpg
3154,449570017,255,1010010,83,4,7,26,22,1005,306,044/0449570017.jpg
98675,880352001,78,1010001,10,3,9,1,66,1019,80,088/0880352001.jpg
59795,724979004,245,1010016,73,4,2,3,20,1005,381,072/0724979004.jpg
77533,789977001,87,1010016,9,4,5,4,42,1020,205,078/0789977001.jpg
20917,591334020,252,1010010,43,4,18,1,16,1003,19,059/0591334020.jpg
35740,648254001,275,1010001,9,4,5,1,15,1012,150,064/0648254001.jpg
26477,617180001,295,1010008,7,1,12,4,79,1017,375,061/0617180001.jpg
57331,716516001,78,1010001,22,5,8,1,66,1019,188,071/0716516001.jpg
38942,659550002,265,1010004,52,2,18,2,50,1013,171,065/0659550002.jpg
65596,744934001,306,1010016,9,4,5,1,2,1005,230,074/0744934001.jpg
25456,612946001,70,1010016,9,4,5,1,66,1019,302,061/0612946001.jpg
56746,714900003,302,1010016,11,1,9,4,44,1021,44,071/0714900003.jpg
25217,611829004,272,1010016,9,4,5,1,6,1009,150,061/0611829004.jpg
46899,687106001,265,1010021,73,4,2,1,11,1013,270,068/0687106001.jpg
92174,852678004,-1,1010016,73,4,2,3,26,1021,377,085/0852678004.jpg
100604,891050002,255,1010016,51,1,4,2,53,1005,376,089/0891050002.jpg
71705,764927002,275,1010016,12,1,11,1,15,1012,67,076/0764927002.jpg
48423,691855020,275,1010016,10,3,9,2,53,1012,172,069/0691855020.jpg
92554,854247001,258,1010016,92,1,19,1,11,1010,148,085/0854247001.jpg
50517,696963001,270,1010014,81,3,7,4,76,1005,300,069/0696963001.jpg
77536,790006001,262,1010016,9,4,5,1,19,1007,22,079/0790006001.jpg
98583,879966002,272,1010023,8,4,12,4,47,1016,40,087/0879966002.jpg
42036,671223001,265,1010022,51,1,3,4,76,1014,20,067/0671223001.jpg
8357,522638001,253,1010016,10,3,9,1,15,1005,286,052/0522638001.jpg
3893,469137015,254,1010016,92,1,20,1,15,1005,321,046/0469137015.jpg
98010,876923001,255,1010010,7,1,12,2,50,1005,194,087/0876923001.jpg
15962,568568001,258,1010004,11,1,9,1,15,1023,241,056/0568568001.jpg
19659,584918003,255,1010017,73,4,2,4,46,1005,11,058/0584918003.jpg
56361,713876001,254,1010016,9,4,5,1,8,1005,230,071/0713876001.jpg
94557,863156003,274,1010023,9,4,5,2,53,1025,235,086/0863156003.jpg
3766,464927027,286,1010020,8,4,12,1,61,1017,388,046/0464927027.jpg
19038,581941002,263,1010016,9,4,5,1,19,1007,274,058/0581941002.jpg
77830,791488029,255,1010001,7,1,12,4,46,1005,194,079/0791488029.jpg
48718,692992002,259,1010004,43,4,18,1,2,1010,177,069/0692992002.jpg
56465,713997062,78,1010001,92,5,19,1,66,1019,49,071/0713997062.jpg
67326,750519006,306,1010021,10,3,9,1,61,1017,382,075/0750519006.jpg
520,254457031,265,1010017,73,4,2,4,44,1002,207,025/0254457031.jpg
12533,553970001,70,1010016,5,5,15,2,52,1019,165,055/0553970001.jpg
84848,817049005,274,1010016,9,4,5,4,47,1025,235,081/0817049005.jpg
37410,653615004,255,1010016,10,1,9,3,55,1005,2,065/0653615004.jpg
84438,815629005,270,1010010,7,1,12,4,44,1005,71,081/0815629005.jpg
68954,755814003,275,1010016,33,4,3,1,18,1009,387,075/0755814003.jpg
102886,907418001,67,1010016,9,4,5,1,65,1019,285,090/0907418001.jpg
102953,908095001,272,1010016,19,2,20,1,6,1009,303,090/0908095001.jpg
97374,874054001,80,1010001,31,1,3,1,65,1019,383,087/0874054001.jpg
39561,661811002,265,1010001,9,4,5,1,14,1013,150,066/0661811002.jpg
32755,636351001,253,1010008,9,4,5,26,5,1005,61,063/0636351001.jpg
27178,619561006,255,1010001,9,4,5,3,20,1005,345,061/0619561006.jpg
58462,719957017,286,1010016,9,4,5,1,61,1017,57,071/0719957017.jpg
91022,845960001,270,1010017,73,4,2,4,44,1002,160,084/0845960001.jpg
5997,501619019,259,1010016,10,3,9,3,20,1011,286,050/0501619019.jpg
91104,846607001,262,1010016,9,4,5,4,45,1007,116,084/0846607001.jpg
80886,803646001,275,1010004,83,4,7,1,15,1012,270,080/0803646001.jpg
10508,541500001,270,1010004,73,2,2,4,41,1006,70,054/0541500001.jpg
80473,802078004,89,1010016,9,4,5,3,27,1020,151,080/0802078004.jpg
94248,861583002,272,1010023,9,4,5,1,15,1009,185,086/0861583002.jpg
47899,690491001,263,1010016,73,4,2,1,14,1001,157,069/0690491001.jpg
23922,607376001,75,1010009,7,2,12,2,52,1019,88,060/0607376001.jpg
22237,597635002,265,1010016,72,1,2,1,15,1001,359,059/0597635002.jpg
49394,694659017,69,1010014,9,4,5,4,45,1019,27,069/0694659017.jpg
80873,803609002,77,1010011,5,5,15,2,52,1019,36,080/0803609002.jpg
15763,567893004,272,1010016,73,7,2,4,72,1002,250,056/0567893004.jpg
54977,708729010,255,1010014,72,3,2,2,50,1001,74,070/0708729010.jpg
44695,681100001,245,1010002,7,1,12,4,76,1003,45,068/0681100001.jpg
69890,758557005,75,1010016,10,3,9,4,44,1019,255,075/0758557005.jpg
16191,569093016,297,1010006,10,3,9,4,79,1017,225,056/0569093016.jpg
29969,626568008,272,1010018,73,4,2,4,77,1009,117,062/0626568008.jpg
9898,537076007,87,1010016,43,7,18,1,64,1020,77,053/0537076007.jpg
9098,529277003,252,1010010,13,2,11,4,41,1003,378,052/0529277003.jpg
42700,673876001,90,1010016,9,4,5,1,64,1020,302,067/0673876001.jpg
89179,836600001,256,1010016,9,4,5,1,16,1002,65,083/0836600001.jpg
30950,630416001,256,1010021,10,3,9,4,40,1005,76,063/0630416001.jpg
840,296471025,286,1010001,10,3,9,4,79,1017,178,029/0296471025.jpg
103089,909269001,265,1010001,32,7,3,2,50,1001,81,090/0909269001.jpg
92592,854406002,255,1010016,41,5,18,4,79,1002,308,085/0854406002.jpg
20581,589549020,274,1010023,72,2,2,3,56,1025,258,058/0589549020.jpg
89743,839783001,270,1010001,11,1,9,4,41,1005,71,083/0839783001.jpg
35924,648891016,252,1010016,92,1,19,4,46,1003,355,064/0648891016.jpg
35386,646749002,59,1010021,10,3,9,1,60,1018,25,064/0646749002.jpg
58373,719639003,274,1010024,73,2,2,1,6,1025,272,071/0719639003.jpg
98646,880198001,253,1010001,50,5,4,26,49,1001,203,088/0880198001.jpg
27366,619829002,265,1010016,52,7,4,1,11,1013,200,061/0619829002.jpg
45772,684130003,76,1010005,22,2,8,1,65,1019,295,068/0684130003.jpg
27541,620208074,273,1010006,9,4,12,4,79,1002,373,062/0620208074.jpg
91752,850996002,265,1010016,31,1,4,1,8,1010,43,085/0850996002.jpg
28637,623765013,297,1010012,6,1,12,4,79,1017,375,062/0623765013.jpg
32887,636721001,254,1010001,73,4,2,1,15,1005,157,063/0636721001.jpg
51972,700014003,299,1010001,81,3,7,4,43,1018,4,070/0700014003.jpg
51663,699420001,265,1010008,73,4,2,4,77,1005,117,069/0699420001.jpg
97942,876410006,286,1010016,10,3,9,1,61,1017,40,087/0876410006.jpg
101506,897166001,267,1010001,9,4,5,4,77,1014,245,089/0897166001.jpg
20891,591101003,254,1010016,51,1,4,4,76,1005,180,059/0591101003.jpg
66307,747408003,265,1010001,71,1,2,4,76,1014,99,074/0747408003.jpg
78056,792243002,306,1010016,9,4,5,1,97,1001,193,079/0792243002.jpg
51499,699075010,298,1010016,10,3,9,1,60,1018,382,069/0699075010.jpg
78372,793704004,255,1010016,19,4,20,3,55,1005,257,079/0793704004.jpg
63591,739590023,59,1010010,6,1,12,1,60,1018,295,073/0739590023.jpg
38372,657289003,270,1010001,6,1,12,4,40,1007,233,065/0657289003.jpg
31433,632143001,275,1010016,9,4,5,2,53,1012,227,063/0632143001.jpg
37833,655259004,297,1010001,6,1,12,1,62,1017,131,065/0655259004.jpg
89254,837139001,90,1010016,9,4,5,1,64,1020,285,083/0837139001.jpg
51913,699923113,255,1010014,13,1,11,3,21,1005,73,069/0699923113.jpg
27153,619502001,302,1010016,9,4,5,26,5,1019,161,061/0619502001.jpg
81419,805689001,295,1010021,9,4,5,1,62,1017,57,080/0805689001.jpg
32607,635602002,265,1010001,71,3,2,1,15,1013,294,063/0635602002.jpg
56789,715011001,274,1010016,14,4,11,4,46,1025,235,071/0715011001.jpg
30238,627339001,258,1010018,9,4,5,2,58,1010,227,062/0627339001.jpg
439,241436006,66,1010016,12,1,11,1,65,1019,380,024/0241436006.jpg
70266,759962004,272,1010016,9,4,5,4,76,1009,245,075/0759962004.jpg
65260,744112004,252,1010008,19,2,20,4,77,1005,224,074/0744112004.jpg
86479,824135002,272,1010023,72,2,2,4,46,1016,91,082/0824135002.jpg
89603,839083003,91,1010016,12,1,11,4,42,1020,240,083/0839083003.jpg
90683,844125002,57,1010001,50,5,4,1,82,1001,149,084/0844125002.jpg
30932,630325012,255,1010008,63,5,6,3,55,1005,190,063/0630325012.jpg
15645,567657012,272,1010023,8,4,12,4,77,1016,225,056/0567657012.jpg
2206,399087051,272,1010023,9,4,5,2,57,1016,41,039/0399087051.jpg
41000,666382003,252,1010016,12,1,11,1,15,1005,248,066/0666382003.jpg
57225,716180001,273,1010016,9,4,5,4,79,1002,219,071/0716180001.jpg
49637,695043002,57,1010008,73,5,2,4,43,1018,12,069/0695043002.jpg
3616,459428001,262,1010016,9,4,5,3,55,1005,187,045/0459428001.jpg
62519,736592002,298,1010001,9,4,5,1,60,1018,57,073/0736592002.jpg
80388,801905001,274,1010016,73,4,2,4,46,1025,183,080/0801905001.jpg
74122,775184001,265,1010001,9,4,5,1,8,1005,230,077/0775184001.jpg
92118,852536001,254,1010016,10,3,9,2,58,1005,138,085/0852536001.jpg
734,291333013,304,1010013,51,3,4,4,79,1021,260,029/0291333013.jpg
48401,691834010,252,1010008,12,1,11,1,6,1003,396,069/0691834010.jpg
15386,566779007,272,1010001,51,1,4,4,76,1009,180,056/0566779007.jpg
100253,889333001,67,1010016,9,4,5,2,52,1019,26,088/0889333001.jpg
18885,581117005,308,1010014,73,7,2,26,49,1001,109,058/0581117005.jpg
83860,813609011,252,1010008,6,1,11,4,41,1003,71,081/0813609011.jpg
74963,779231010,74,1010001,12,1,11,2,52,1019,240,077/0779231010.jpg
54453,707681002,252,1010016,31,1,3,2,53,1003,101,070/0707681002.jpg
98301,878520001,274,1010001,10,3,9,4,76,1009,322,087/0878520001.jpg
4432,484134006,265,1010021,10,3,9,1,18,1010,286,048/0484134006.jpg
57158,715913001,265,1010021,81,1,7,1,11,1005,173,071/0715913001.jpg
57858,717933001,86,1010016,12,1,11,1,64,1020,295,071/0717933001.jpg
43027,675068002,259,1010016,10,3,9,1,15,1010,152,067/0675068002.jpg
68387,754138007,264,1010026,8,4,12,4,47,1011,268,075/0754138007.jpg
78490,794282001,275,1010026,9,4,5,1,11,1012,358,079/0794282001.jpg
21210,592939001,252,1010017,9,4,5,4,77,1003,115,059/0592939001.jpg
12588,554450004,272,1010016,71,3,2,2,53,1009,11,055/0554450004.jpg
70208,759831003,302,1010001,33,4,3,4,44,1021,8,075/0759831003.jpg
24187,608334001,286,1010021,1,6,14,1,61,1017,218,060/0608334001.jpg
89817,840074001,274,1010023,72,2,2,4,46,1016,91,084/0840074001.jpg
76997,787481009,272,1010023,73,2,2,1,6,1009,118,078/0787481009.jpg
57232,716193005,273,1010005,73,4,2,4,79,1002,117,071/0716193005.jpg
18618,579577001,272,1010023,10,3,9,4,47,1016,253,057/0579577001.jpg
33667,639468001,88,1010013,19,4,20,4,42,1020,397,063/0639468001.jpg
4106,476583002,255,1010016,10,3,9,2,51,1002,10,047/0476583002.jpg
69526,757573002,75,1010005,7,1,12,4,45,1019,240,075/0757573002.jpg
5305,493836008,252,1010017,73,4,2,4,72,1002,54,049/0493836008.jpg
26563,617383004,265,1010012,8,4,12,4,76,1003,373,061/0617383004.jpg
84866,817109002,302,1010017,20,5,8,26,5,1019,312,081/0817109002.jpg
67383,750730001,272,1010023,72,2,2,4,77,1016,99,075/0750730001.jpg
12659,554541015,272,1010023,72,2,2,4,47,1016,334,055/0554541015.jpg
29194,624797001,272,1010018,12,2,11,2,58,1013,172,062/0624797001.jpg
781,293433002,304,1010016,9,4,5,4,79,1021,178,029/0293433002.jpg
37895,655580006,255,1010014,42,7,18,4,46,1005,94,065/0655580006.jpg
85535,820188001,270,1010006,51,1,4,4,44,1005,158,082/0820188001.jpg
69011,756069002,272,1010016,9,4,5,4,76,1009,245,075/0756069002.jpg
63042,738393001,265,1010016,9,4,5,2,50,1001,34,073/0738393001.jpg
21193,592846001,304,1010016,9,4,5,1,62,1021,137,059/0592846001.jpg
6276,504152008,245,1010010,7,1,12,1,16,1003,114,050/0504152008.jpg
10875,543862006,308,1010001,12,1,11,4,76,1005,372,054/0543862006.jpg
68977,755908001,252,1010010,8,4,12,3,20,1003,130,075/0755908001.jpg
16005,568601008,264,1010016,6,1,12,1,11,1008,363,056/0568601008.jpg
50253,696427006,308,1010015,42,7,18,4,47,1005,94,069/0696427006.jpg
37870,655410001,92,1010016,53,4,4,1,64,1020,169,065/0655410001.jpg
33359,638533001,67,1010016,3,3,15,1,65,1019,231,063/0638533001.jpg
50919,697813007,255,1010001,73,4,2,4,46,1005,190,069/0697813007.jpg
7672,516000101,255,1010017,73,4,2,1,6,1005,107,051/0516000101.jpg
65314,744126011,252,1010008,10,3,9,4,77,1005,197,074/0744126011.jpg
